date,market_name,crop,variety,grade,min_price,max_price,modal_price,arrivals_tonnes
2024-12-31,Karwar,Tomato,Local,FAQ,1515,1851,1683,17.1
2024-12-31,Gulbarga,Tomato,Local,FAQ,1687,2061,1874,42.4
2024-12-31,Davangere,Mango,Local,FAQ,3462,4232,3847,79.1
2025-01-01,Raichur,Coconut,Local,FAQ,2216,2708,2462,62.8
2025-01-02,Belgaum,Wheat,Local,FAQ,3120,3814,3467,68.6
2025-01-02,Belgaum,Banana,Local,FAQ,1834,2242,2038,87.7
2025-01-03,Davangere,Chilli,Local,FAQ,5998,7332,6665,65.5
2025-01-03,Mysore,Brinjal,Local,FAQ,1476,1804,1640,40.9
2025-01-03,Davangere,Banana,Local,FAQ,2371,2897,2634,49.1
2025-01-03,Gulbarga,Mango,Local,FAQ,2514,3072,2793,13.8
2025-01-03,Bijapur,Mango,Local,FAQ,2186,2672,2429,78.4
2025-01-04,Tumkur,Wheat,Local,FAQ,2729,3335,3032,29.0
2025-01-05,Shimoga,Rice,Local,FAQ,4067,4971,4519,73.4
2025-01-05,Raichur,Wheat,Local,FAQ,2499,3055,2777,86.2
2025-01-05,Karwar,Rice,Local,FAQ,3453,4221,3837,11.9
2025-01-06,Tumkur,Banana,Local,FAQ,1825,2231,2028,55.9
2025-01-06,Bellary,Mango,Local,FAQ,3766,4602,4184,33.4
2025-01-07,Bangalore (Yeshwanthpur),Mango,Local,FAQ,2517,3077,2797,59.5
2025-01-07,Tumkur,Wheat,Local,FAQ,2466,3014,2740,36.4
2025-01-07,Bangalore (Yeshwanthpur),Potato,Local,FAQ,773,945,859,94.1
2025-01-07,Hassan,Chilli,Local,FAQ,8163,9977,9070,76.7
2025-01-08,Hassan,Mango,Local,FAQ,2351,2873,2612,69.6
2025-01-08,Mangalore,Chilli,Local,FAQ,5935,7253,6594,30.4
2025-01-09,Dharwad,Chilli,Local,FAQ,9715,11873,10794,31.1
2025-01-09,Karwar,Mango,Local,FAQ,3656,4468,4062,99.6
2025-01-10,Mysore,Wheat,Local,FAQ,1833,2241,2037,17.6
2025-01-10,Hassan,Mango,Local,FAQ,2351,2873,2612,15.4
2025-01-10,Karwar,Chilli,Local,FAQ,5905,7217,6561,52.7
2025-01-10,Hassan,Mango,Local,FAQ,3987,4873,4430,36.6
2025-01-11,Gulbarga,Rice,Local,FAQ,3069,3751,3410,18.6
2025-01-11,Raichur,Rice,Local,FAQ,3739,4569,4154,54.6
2025-01-12,Tumkur,Chilli,Local,FAQ,6465,7901,7183,7.2
2025-01-14,Dharwad,Potato,Local,FAQ,1183,1445,1314,48.6
2025-01-14,Shimoga,Wheat,Local,FAQ,3132,3828,3480,26.1
2025-01-14,Gulbarga,Wheat,Local,FAQ,3123,3817,3470,9.2
2025-01-14,Bangalore (Yeshwanthpur),Potato,Local,FAQ,1205,1473,1339,37.0
2025-01-14,Karwar,Potato,Local,FAQ,1301,1591,1446,21.0
2025-01-14,Dharwad,Chilli,Local,FAQ,7522,9194,8358,96.8
2025-01-14,Hassan,Onion,Local,FAQ,1199,1465,1332,64.3
2025-01-15,Bijapur,Chilli,Local,FAQ,6248,7636,6942,56.2
2025-01-16,Shimoga,Banana,Local,FAQ,1790,2188,1989,89.2
2025-01-16,Bijapur,Rice,Local,FAQ,4121,5037,4579,82.0
2025-01-16,Mysore,Coconut,Local,FAQ,2524,3084,2804,79.3
2025-01-16,Dharwad,Rice,Local,FAQ,2719,3323,3021,41.2
2025-01-16,Hassan,Mango,Local,FAQ,3676,4494,4085,19.8
2025-01-17,Gulbarga,Rice,Local,FAQ,3113,3805,3459,10.4
2025-01-17,Dharwad,Banana,Local,FAQ,1807,2209,2008,15.5
2025-01-17,Mysore,Mango,Local,FAQ,2383,2913,2648,78.8
2025-01-17,Tumkur,Wheat,Local,FAQ,3112,3804,3458,13.9
2025-01-17,Hassan,Rice,Local,FAQ,3342,4084,3713,65.6
2025-01-18,Davangere,Coconut,Local,FAQ,2650,3240,2945,81.8
2025-01-18,Tumkur,Potato,Local,FAQ,992,1212,1102,37.4
2025-01-19,Tumkur,Coconut,Local,FAQ,2347,2869,2608,5.1
2025-01-19,Mysore,Mango,Local,FAQ,2630,3214,2922,67.0
2025-01-19,Karwar,Rice,Local,FAQ,4360,5330,4845,30.1
2025-01-19,Davangere,Potato,Local,FAQ,871,1065,968,94.8
2025-01-20,Davangere,Coconut,Local,FAQ,1641,2005,1823,18.2
2025-01-20,Gulbarga,Onion,Local,FAQ,1130,1382,1256,51.6
2025-01-20,Gulbarga,Wheat,Local,FAQ,2075,2537,2306,25.0
2025-01-20,Raichur,Coconut,Local,FAQ,2068,2528,2298,69.4
2025-01-21,Mangalore,Banana,Local,FAQ,1770,2164,1967,91.3
2025-01-21,Belgaum,Potato,Local,FAQ,1014,1240,1127,68.6
2025-01-22,Bellary,Banana,Local,FAQ,1926,2354,2140,94.4
2025-01-22,Tumkur,Banana,Local,FAQ,2018,2466,2242,62.6
2025-01-22,Belgaum,Rice,Local,FAQ,3077,3761,3419,30.1
2025-01-23,Bangalore (Yeshwanthpur),Brinjal,Local,FAQ,1546,1890,1718,78.5
2025-01-23,Hubli,Coconut,Local,FAQ,2031,2483,2257,64.5
2025-01-24,Mysore,Wheat,Local,FAQ,3291,4023,3657,63.5
2025-01-24,Bijapur,Brinjal,Local,FAQ,1097,1341,1219,29.0
2025-01-24,Bangalore (Yeshwanthpur),Mango,Local,FAQ,4004,4894,4449,51.4
2025-01-25,Karwar,Mango,Local,FAQ,2333,2851,2592,54.1
2025-01-25,Mangalore,Rice,Local,FAQ,3524,4308,3916,38.7
2025-01-25,Tumkur,Wheat,Local,FAQ,2912,3559,3235,28.0
2025-01-26,Shimoga,Wheat,Local,FAQ,2650,3238,2944,5.6
2025-01-26,Karwar,Wheat,Local,FAQ,1819,2223,2021,69.2
2025-01-26,Bellary,Coconut,Local,FAQ,2051,2507,2279,79.8
2025-01-26,Belgaum,Banana,Local,FAQ,1601,1957,1779,70.5
2025-01-26,Mysore,Chilli,Local,FAQ,8858,10826,9842,19.1
2025-01-27,Bangalore (Yeshwanthpur),Banana,Local,FAQ,1354,1656,1505,34.6
2025-01-27,Bangalore (Yeshwanthpur),Banana,Local,FAQ,2314,2828,2571,41.5
2025-01-28,Shimoga,Mango,Local,FAQ,3490,4266,3878,94.2
2025-01-28,Tumkur,Coconut,Local,FAQ,2497,3051,2774,92.6
2025-01-29,Gulbarga,Onion,Local,FAQ,1243,1519,1381,81.1
2025-01-29,Dharwad,Banana,Local,FAQ,2384,2914,2649,35.8
2025-01-29,Hassan,Potato,Local,FAQ,1288,1574,1431,70.0
2025-01-29,Hubli,Brinjal,Local,FAQ,943,1153,1048,86.9
2025-01-29,Bangalore (Yeshwanthpur),Potato,Local,FAQ,1235,1509,1372,69.9
2025-01-29,Raichur,Wheat,Local,FAQ,2383,2913,2648,71.1
2025-01-30,Gulbarga,Tomato,Local,FAQ,1371,1675,1523,11.5
2025-01-31,Dharwad,Banana,Local,FAQ,2407,2941,2674,68.5
2025-01-31,Raichur,Brinjal,Local,FAQ,1466,1792,1629,72.0
2025-01-31,Gulbarga,Banana,Local,FAQ,1964,2400,2182,40.8
2025-02-01,Bangalore (Yeshwanthpur),Chilli,Local,FAQ,8517,10409,9463,27.4
2025-02-01,Hassan,Rice,Local,FAQ,4451,5441,4946,26.6
2025-02-01,Dharwad,Wheat,Local,FAQ,3062,3742,3402,80.1
2025-02-01,Dharwad,Brinjal,Local,FAQ,986,1204,1095,97.1
2025-02-01,Bangalore (Yeshwanthpur),Banana,Local,FAQ,2516,3075,2795,73.5
2025-02-01,Bijapur,Wheat,Local,FAQ,2579,3153,2866,36.0
2025-02-02,Bellary,Banana,Local,FAQ,2127,2599,2363,13.0
2025-02-02,Bijapur,Mango,Local,FAQ,4281,5233,4757,86.7
2025-02-02,Raichur,Chilli,Local,FAQ,6808,8322,7565,11.7
2025-02-02,Shimoga,Mango,Local,FAQ,3413,4171,3792,24.8
2025-02-02,Mangalore,Tomato,Local,FAQ,1635,1999,1817,80.6
2025-02-03,Bellary,Brinjal,Local,FAQ,1202,1469,1335,6.5
2025-02-03,Karwar,Mango,Local,FAQ,3236,3956,3596,46.5
2025-02-04,Bijapur,Brinjal,Local,FAQ,997,1219,1108,84.3
2025-02-04,Bellary,Coconut,Local,FAQ,2173,2655,2414,24.8
2025-02-04,Belgaum,Chilli,Local,FAQ,6667,8149,7408,70.3
2025-02-05,Davangere,Wheat,Local,FAQ,3199,3909,3554,8.2
2025-02-05,Bangalore (Yeshwanthpur),Tomato,Local,FAQ,1402,1714,1558,74.5
2025-02-05,Shimoga,Brinjal,Local,FAQ,1443,1763,1603,51.4
2025-02-05,Tumkur,Potato,Local,FAQ,1299,1587,1443,13.9
2025-02-05,Hassan,Tomato,Local,FAQ,2097,2563,2330,11.8
2025-02-06,Mangalore,Brinjal,Local,FAQ,1490,1821,1655,85.9
2025-02-06,Belgaum,Banana,Local,FAQ,2440,2982,2711,50.9
2025-02-06,Mysore,Coconut,Local,FAQ,1989,2431,2210,78.3
2025-02-06,Bijapur,Mango,Local,FAQ,3767,4605,4186,45.9
2025-02-07,Davangere,Potato,Local,FAQ,1124,1374,1249,91.2
2025-02-08,Tumkur,Potato,Local,FAQ,842,1030,936,29.9
2025-02-08,Bijapur,Mango,Local,FAQ,2977,3639,3308,48.6
2025-02-08,Bijapur,Potato,Local,FAQ,1196,1462,1329,55.9
2025-02-08,Bangalore (Yeshwanthpur),Potato,Local,FAQ,1118,1366,1242,41.9
2025-02-09,Karwar,Banana,Local,FAQ,2439,2981,2710,93.6
2025-02-09,Shimoga,Potato,Local,FAQ,914,1118,1016,24.3
2025-02-09,Karwar,Mango,Local,FAQ,4226,5166,4696,80.5
2025-02-09,Bijapur,Brinjal,Local,FAQ,1315,1607,1461,92.3
2025-02-10,Mysore,Mango,Local,FAQ,4236,5178,4707,99.3
2025-02-10,Shimoga,Potato,Local,FAQ,824,1007,915,39.5
2025-02-10,Davangere,Coconut,Local,FAQ,2159,2639,2399,46.6
2025-02-11,Raichur,Coconut,Local,FAQ,2068,2528,2298,36.7
2025-02-11,Bangalore (Yeshwanthpur),Rice,Local,FAQ,3274,4002,3638,52.1
2025-02-11,Bangalore (Yeshwanthpur),Chilli,Local,FAQ,9230,11282,10256,97.2
2025-02-12,Davangere,Tomato,Local,FAQ,1369,1673,1521,16.2
2025-02-12,Raichur,Tomato,Local,FAQ,1624,1986,1805,47.4
2025-02-13,Mangalore,Wheat,Local,FAQ,2362,2888,2625,37.6
2025-02-13,Tumkur,Chilli,Local,FAQ,11019,13467,12243,52.2
2025-02-13,Davangere,Brinjal,Local,FAQ,1122,1372,1247,84.7
2025-02-14,Raichur,Wheat,Local,FAQ,2346,2868,2607,81.5
2025-02-14,Hubli,Brinjal,Local,FAQ,1352,1652,1502,8.5
2025-02-14,Dharwad,Onion,Local,FAQ,1468,1794,1631,19.8
2025-02-15,Raichur,Rice,Local,FAQ,4624,5652,5138,77.1
2025-02-15,Raichur,Wheat,Local,FAQ,2536,3100,2818,22.7
2025-02-15,Shimoga,Banana,Local,FAQ,1522,1860,1691,78.2
2025-02-16,Hubli,Mango,Local,FAQ,2871,3509,3190,72.2
2025-02-17,Bellary,Chilli,Local,FAQ,11606,14186,12896,68.8
2025-02-17,Karwar,Banana,Local,FAQ,1912,2336,2124,7.0
2025-02-17,Davangere,Chilli,Local,FAQ,9689,11843,10766,27.3
2025-02-17,Bijapur,Wheat,Local,FAQ,2822,3449,3135,7.4
2025-02-17,Tumkur,Wheat,Local,FAQ,3025,3697,3361,85.6
2025-02-19,Mysore,Rice,Local,FAQ,4096,5006,4551,66.2
2025-02-19,Raichur,Wheat,Local,FAQ,2555,3123,2839,37.4
2025-02-20,Bellary,Coconut,Local,FAQ,1747,2135,1941,38.0
2025-02-20,Bellary,Rice,Local,FAQ,5068,6194,5631,23.6
2025-02-20,Davangere,Chilli,Local,FAQ,10328,12624,11476,51.4
2025-02-21,Mangalore,Onion,Local,FAQ,1269,1551,1410,37.5
2025-02-21,Bijapur,Chilli,Local,FAQ,6910,8446,7678,13.9
2025-02-21,Mangalore,Wheat,Local,FAQ,3394,4148,3771,11.7
2025-02-21,Mangalore,Wheat,Local,FAQ,2627,3211,2919,57.3
2025-02-21,Tumkur,Wheat,Local,FAQ,2492,3046,2769,86.5
2025-02-21,Bijapur,Banana,Local,FAQ,1877,2295,2086,94.0
2025-02-23,Shimoga,Brinjal,Local,FAQ,1695,2071,1883,79.4
2025-02-23,Bellary,Mango,Local,FAQ,2876,3516,3196,9.4
2025-02-23,Bellary,Coconut,Local,FAQ,2685,3281,2983,85.8
2025-02-23,Bangalore (Yeshwanthpur),Coconut,Local,FAQ,2624,3207,2915,93.8
2025-02-24,Gulbarga,Coconut,Local,FAQ,2094,2560,2327,14.0
2025-02-24,Mysore,Mango,Local,FAQ,3107,3797,3452,61.7
2025-02-25,Mangalore,Wheat,Local,FAQ,3432,4194,3813,55.6
2025-02-25,Bellary,Tomato,Local,FAQ,1484,1814,1649,99.2
2025-02-25,Belgaum,Potato,Local,FAQ,998,1220,1109,32.9
2025-02-25,Dharwad,Rice,Local,FAQ,5129,6269,5699,9.3
2025-02-26,Tumkur,Chilli,Local,FAQ,11466,14014,12740,41.3
2025-02-26,Karwar,Mango,Local,FAQ,2953,3609,3281,73.0
2025-02-26,Hubli,Onion,Local,FAQ,1056,1290,1173,68.8
2025-02-26,Shimoga,Banana,Local,FAQ,1940,2372,2156,70.9
2025-02-27,Bangalore (Yeshwanthpur),Potato,Local,FAQ,1295,1583,1439,6.0
2025-02-27,Mysore,Potato,Local,FAQ,911,1113,1012,30.4
2025-02-27,Mangalore,Coconut,Local,FAQ,2768,3383,3075,93.9
2025-02-28,Bijapur,Potato,Local,FAQ,1449,1771,1610,20.3
2025-02-28,Tumkur,Onion,Local,FAQ,1023,1251,1137,74.6
2025-02-28,Dharwad,Coconut,Local,FAQ,2002,2448,2225,74.0
2025-03-01,Davangere,Brinjal,Local,FAQ,1759,2149,1954,58.6
2025-03-01,Davangere,Onion,Local,FAQ,1446,1768,1607,93.7
2025-03-02,Belgaum,Rice,Local,FAQ,4972,6076,5524,33.0
2025-03-02,Davangere,Brinjal,Local,FAQ,1522,1860,1691,14.5
2025-03-03,Bangalore (Yeshwanthpur),Potato,Local,FAQ,1023,1251,1137,27.7
2025-03-03,Bangalore (Yeshwanthpur),Tomato,Local,FAQ,1533,1873,1703,60.3
2025-03-03,Hassan,Chilli,Local,FAQ,6952,8496,7724,19.3
2025-03-03,Raichur,Mango,Local,FAQ,3076,3760,3418,48.9
2025-03-04,Hubli,Potato,Local,FAQ,1442,1762,1602,22.9
2025-03-04,Raichur,Banana,Local,FAQ,1493,1825,1659,42.8
2025-03-04,Karwar,Chilli,Local,FAQ,8222,10048,9135,18.5
2025-03-05,Raichur,Wheat,Local,FAQ,2527,3089,2808,16.8
2025-03-05,Dharwad,Banana,Local,FAQ,2538,3102,2820,21.1
2025-03-06,Tumkur,Potato,Local,FAQ,1052,1286,1169,49.7
2025-03-06,Bangalore (Yeshwanthpur),Potato,Local,FAQ,1176,1438,1307,19.9
2025-03-06,Gulbarga,Rice,Local,FAQ,2885,3527,3206,24.4
2025-03-06,Bijapur,Onion,Local,FAQ,1649,2015,1832,59.8
2025-03-07,Davangere,Wheat,Local,FAQ,3396,4150,3773,44.3
2025-03-07,Davangere,Tomato,Local,FAQ,1681,2055,1868,94.5
2025-03-07,Hassan,Banana,Local,FAQ,2577,3149,2863,88.4
2025-03-07,Bangalore (Yeshwanthpur),Brinjal,Local,FAQ,1245,1521,1383,40.8
2025-03-08,Gulbarga,Rice,Local,FAQ,3524,4306,3915,64.3
2025-03-08,Bijapur,Tomato,Local,FAQ,1759,2149,1954,10.9
2025-03-09,Dharwad,Banana,Local,FAQ,2464,3012,2738,8.6
2025-03-09,Mangalore,Tomato,Local,FAQ,2252,2752,2502,59.3
2025-03-09,Mangalore,Onion,Local,FAQ,1305,1595,1450,30.9
2025-03-09,Dharwad,Potato,Local,FAQ,871,1065,968,7.8
2025-03-10,Tumkur,Coconut,Local,FAQ,2791,3411,3101,98.3
2025-03-10,Raichur,Wheat,Local,FAQ,3747,4579,4163,79.6
2025-03-11,Gulbarga,Onion,Local,FAQ,1429,1747,1588,57.1
2025-03-11,Mysore,Coconut,Local,FAQ,2224,2718,2471,8.7
2025-03-11,Gulbarga,Coconut,Local,FAQ,2632,3218,2925,47.9
2025-03-11,Belgaum,Brinjal,Local,FAQ,1105,1351,1228,54.4
2025-03-12,Hassan,Mango,Local,FAQ,3730,4558,4144,100.0
2025-03-12,Karwar,Potato,Local,FAQ,826,1010,918,29.5
2025-03-12,Bellary,Brinjal,Local,FAQ,994,1214,1104,39.3
2025-03-12,Hassan,Banana,Local,FAQ,1629,1991,1810,93.0
2025-03-13,Karwar,Tomato,Local,FAQ,2100,2566,2333,89.6
2025-03-13,Davangere,Tomato,Local,FAQ,1439,1759,1599,76.1
2025-03-15,Bellary,Banana,Local,FAQ,2038,2492,2265,72.1
2025-03-16,Mysore,Coconut,Local,FAQ,2493,3047,2770,28.5
2025-03-16,Belgaum,Tomato,Local,FAQ,2046,2500,2273,71.0
2025-03-16,Raichur,Onion,Local,FAQ,1412,1726,1569,60.2
2025-03-17,Hassan,Brinjal,Local,FAQ,1206,1474,1340,96.9
2025-03-18,Bijapur,Rice,Local,FAQ,5309,6489,5899,56.6
2025-03-18,Shimoga,Wheat,Local,FAQ,3262,3986,3624,63.3
2025-03-18,Mangalore,Tomato,Local,FAQ,1375,1681,1528,55.7
2025-03-19,Belgaum,Banana,Local,FAQ,1855,2267,2061,73.7
2025-03-20,Shimoga,Wheat,Local,FAQ,2955,3611,3283,71.5
2025-03-20,Hubli,Wheat,Local,FAQ,2092,2558,2325,24.1
2025-03-22,Gulbarga,Rice,Local,FAQ,3625,4431,4028,69.8
2025-03-22,Mangalore,Potato,Local,FAQ,1380,1686,1533,64.9
2025-03-22,Bellary,Coconut,Local,FAQ,2483,3035,2759,97.6
2025-03-22,Belgaum,Rice,Local,FAQ,5156,6302,5729,29.5
2025-03-22,Belgaum,Coconut,Local,FAQ,2398,2932,2665,17.9
2025-03-23,Shimoga,Onion,Local,FAQ,1724,2108,1916,55.3
2025-03-24,Raichur,Banana,Local,FAQ,1704,2082,1893,22.8
2025-03-25,Hubli,Potato,Local,FAQ,1371,1675,1523,19.3
2025-03-25,Hassan,Coconut,Local,FAQ,2868,3506,3187,16.4
2025-03-25,Dharwad,Potato,Local,FAQ,1389,1697,1543,78.3
2025-03-26,Raichur,Onion,Local,FAQ,1268,1550,1409,31.0
2025-03-26,Hubli,Banana,Local,FAQ,2010,2456,2233,14.0
2025-03-26,Bangalore (Yeshwanthpur),Coconut,Local,FAQ,2921,3571,3246,17.7
2025-03-26,Davangere,Mango,Local,FAQ,3809,4655,4232,7.6
2025-03-26,Hubli,Wheat,Local,FAQ,3400,4156,3778,90.8
2025-03-27,Shimoga,Rice,Local,FAQ,3751,4585,4168,16.7
2025-03-27,Tumkur,Tomato,Local,FAQ,1767,2159,1963,27.7
2025-03-28,Hassan,Rice,Local,FAQ,4552,5564,5058,99.4
2025-03-29,Bangalore (Yeshwanthpur),Mango,Local,FAQ,3771,4609,4190,90.6
2025-03-29,Mangalore,Rice,Local,FAQ,4414,5396,4905,10.2
2025-03-29,Raichur,Coconut,Local,FAQ,2247,2747,2497,15.3
2025-03-29,Dharwad,Rice,Local,FAQ,3231,3949,3590,26.6
2025-03-29,Shimoga,Brinjal,Local,FAQ,1716,2098,1907,5.9
2025-03-30,Raichur,Banana,Local,FAQ,2456,3002,2729,31.2
2025-03-30,Shimoga,Chilli,Local,FAQ,11204,13694,12449,90.5
2025-03-30,Belgaum,Brinjal,Local,FAQ,1590,1944,1767,54.7
2025-03-30,Belgaum,Mango,Local,FAQ,4139,5059,4599,14.4
2025-03-31,Belgaum,Tomato,Local,FAQ,1289,1575,1432,9.7
2025-03-31,Raichur,Onion,Local,FAQ,1441,1761,1601,78.8
2025-03-31,Shimoga,Coconut,Local,FAQ,2998,3664,3331,46.7
2025-03-31,Bijapur,Onion,Local,FAQ,1010,1234,1122,13.3
2025-03-31,Belgaum,Brinjal,Local,FAQ,1588,1940,1764,92.3
2025-04-01,Tumkur,Chilli,Local,FAQ,7056,8624,7840,5.3
2025-04-01,Davangere,Chilli,Local,FAQ,6949,8493,7721,26.6
2025-04-02,Karwar,Tomato,Local,FAQ,1357,1659,1508,84.2
2025-04-02,Bijapur,Banana,Local,FAQ,1687,2061,1874,99.9
2025-04-02,Karwar,Rice,Local,FAQ,4550,5560,5055,11.6
2025-04-02,Bellary,Rice,Local,FAQ,3300,4034,3667,48.6
2025-04-02,Karwar,Banana,Local,FAQ,2194,2682,2438,48.0
2025-04-03,Gulbarga,Banana,Local,FAQ,1570,1918,1744,23.4
2025-04-03,Gulbarga,Rice,Local,FAQ,4736,5788,5262,73.9
2025-04-03,Gulbarga,Onion,Local,FAQ,1033,1263,1148,41.9
2025-04-03,Shimoga,Rice,Local,FAQ,3051,3729,3390,34.3
2025-04-03,Davangere,Mango,Local,FAQ,3973,4855,4414,68.7
2025-04-04,Bangalore (Yeshwanthpur),Brinjal,Local,FAQ,1262,1542,1402,42.5
2025-04-05,Davangere,Rice,Local,FAQ,4054,4954,4504,22.1
2025-04-05,Dharwad,Tomato,Local,FAQ,1340,1638,1489,96.4
2025-04-07,Dharwad,Wheat,Local,FAQ,2640,3226,2933,18.8
2025-04-07,Mangalore,Potato,Local,FAQ,1164,1422,1293,19.3
2025-04-07,Karwar,Banana,Local,FAQ,2292,2802,2547,84.3
2025-04-07,Dharwad,Brinjal,Local,FAQ,1521,1859,1690,21.7
2025-04-07,Raichur,Onion,Local,FAQ,1312,1604,1458,78.3
2025-04-08,Shimoga,Wheat,Local,FAQ,2234,2730,2482,39.8
2025-04-08,Tumkur,Brinjal,Local,FAQ,1382,1689,1535,60.9
2025-04-09,Gulbarga,Rice,Local,FAQ,2905,3551,3228,24.5
2025-04-09,Mangalore,Rice,Local,FAQ,4162,5086,4624,15.3
2025-04-09,Dharwad,Onion,Local,FAQ,1603,1959,1781,30.1
2025-04-09,Raichur,Brinjal,Local,FAQ,1100,1344,1222,62.1
2025-04-09,Mangalore,Brinjal,Local,FAQ,1644,2010,1827,55.4
2025-04-09,Bangalore (Yeshwanthpur),Tomato,Local,FAQ,1480,1810,1645,77.4
2025-04-09,Shimoga,Onion,Local,FAQ,1054,1288,1171,72.7
2025-04-10,Bellary,Coconut,Local,FAQ,2215,2707,2461,36.9
2025-04-10,Karwar,Mango,Local,FAQ,3311,4047,3679,42.6
2025-04-11,Hubli,Potato,Local,FAQ,850,1038,944,68.1
2025-04-11,Dharwad,Chilli,Local,FAQ,10525,12863,11694,77.3
2025-04-11,Raichur,Wheat,Local,FAQ,3524,4308,3916,48.0
2025-04-12,Bijapur,Tomato,Local,FAQ,1365,1669,1517,32.8
2025-04-12,Raichur,Coconut,Local,FAQ,1718,2100,1909,68.6
2025-04-12,Bangalore (Yeshwanthpur),Tomato,Local,FAQ,1745,2133,1939,84.8
2025-04-12,Mysore,Onion,Local,FAQ,1192,1458,1325,42.7
2025-04-13,Bellary,Brinjal,Local,FAQ,1742,2130,1936,90.5
2025-04-13,Belgaum,Chilli,Local,FAQ,10721,13103,11912,99.5
2025-04-13,Davangere,Mango,Local,FAQ,3048,3726,3387,29.6
2025-04-13,Karwar,Onion,Local,FAQ,1520,1858,1689,67.6
2025-04-14,Shimoga,Chilli,Local,FAQ,11160,13640,12400,97.7
2025-04-14,Dharwad,Coconut,Local,FAQ,2414,2950,2682,15.9
2025-04-14,Tumkur,Tomato,Local,FAQ,1953,2387,2170,47.6
2025-04-15,Belgaum,Tomato,Local,FAQ,1412,1726,1569,65.4
2025-04-16,Bijapur,Potato,Local,FAQ,1009,1233,1121,91.5
2025-04-16,Hassan,Coconut,Local,FAQ,2769,3385,3077,59.3
2025-04-16,Tumkur,Rice,Local,FAQ,4312,5270,4791,47.1
2025-04-16,Mangalore,Mango,Local,FAQ,3370,4118,3744,50.9
2025-04-16,Raichur,Banana,Local,FAQ,2149,2627,2388,14.0
2025-04-16,Tumkur,Tomato,Local,FAQ,1680,2054,1867,10.3
2025-04-16,Hubli,Potato,Local,FAQ,1473,1801,1637,8.5
2025-04-16,Hubli,Coconut,Local,FAQ,2899,3543,3221,16.3
2025-04-17,Bellary,Onion,Local,FAQ,1119,1367,1243,94.7
2025-04-17,Hassan,Tomato,Local,FAQ,2160,2640,2400,84.2
2025-04-18,Shimoga,Chilli,Local,FAQ,8796,10750,9773,20.9
2025-04-18,Dharwad,Potato,Local,FAQ,936,1144,1040,71.8
2025-04-18,Bangalore (Yeshwanthpur),Tomato,Local,FAQ,1247,1525,1386,70.0
2025-04-18,Bangalore (Yeshwanthpur),Onion,Local,FAQ,1577,1927,1752,25.4
2025-04-20,Bellary,Onion,Local,FAQ,1065,1301,1183,73.8
2025-04-20,Davangere,Mango,Local,FAQ,4252,5198,4725,48.6
2025-04-20,Davangere,Banana,Local,FAQ,1483,1813,1648,29.5
2025-04-20,Hassan,Mango,Local,FAQ,2534,3097,2815,58.0
2025-04-21,Bangalore (Yeshwanthpur),Tomato,Local,FAQ,2080,2542,2311,71.8
2025-04-21,Belgaum,Potato,Local,FAQ,1122,1372,1247,5.3
2025-04-22,Belgaum,Brinjal,Local,FAQ,1120,1370,1245,12.4
2025-04-22,Mangalore,Chilli,Local,FAQ,7532,9206,8369,29.8
2025-04-22,Davangere,Potato,Local,FAQ,1145,1399,1272,50.0
2025-04-22,Shimoga,Wheat,Local,FAQ,3199,3909,3554,99.5
2025-04-22,Shimoga,Banana,Local,FAQ,1645,2011,1828,30.4
2025-04-22,Belgaum,Mango,Local,FAQ,3848,4704,4276,8.9
2025-04-22,Shimoga,Rice,Local,FAQ,4129,5047,4588,36.0
2025-04-23,Mysore,Rice,Local,FAQ,4254,5200,4727,30.4
2025-04-23,Dharwad,Potato,Local,FAQ,1020,1246,1133,21.6
2025-04-23,Raichur,Banana,Local,FAQ,1697,2075,1886,57.3
2025-04-23,Bijapur,Mango,Local,FAQ,4226,5166,4696,38.4
2025-04-23,Dharwad,Tomato,Local,FAQ,1678,2052,1865,58.5
2025-04-23,Bangalore (Yeshwanthpur),Mango,Local,FAQ,3078,3762,3420,77.3
2025-04-24,Tumkur,Mango,Local,FAQ,2383,2913,2648,65.8
2025-04-25,Bellary,Rice,Local,FAQ,4363,5333,4848,75.2
2025-04-25,Dharwad,Coconut,Local,FAQ,1719,2101,1910,26.2
2025-04-25,Mangalore,Onion,Local,FAQ,990,1210,1100,68.5
2025-04-25,Hassan,Rice,Local,FAQ,3686,4504,4095,36.4
2025-04-25,Bellary,Banana,Local,FAQ,1928,2356,2142,47.8
2025-04-25,Hassan,Potato,Local,FAQ,1308,1598,1453,19.6
2025-04-26,Dharwad,Coconut,Local,FAQ,2822,3449,3135,35.1
2025-04-26,Belgaum,Brinjal,Local,FAQ,966,1180,1073,59.2
2025-04-26,Bellary,Tomato,Local,FAQ,1609,1967,1788,34.7
2025-04-27,Belgaum,Banana,Local,FAQ,1911,2335,2123,48.8
2025-04-27,Bellary,Wheat,Local,FAQ,2418,2956,2687,90.2
2025-04-27,Bijapur,Brinjal,Local,FAQ,1542,1884,1713,92.2
2025-04-28,Mangalore,Wheat,Local,FAQ,2476,3026,2751,74.2
2025-04-28,Mangalore,Rice,Local,FAQ,3510,4290,3900,58.5
2025-04-29,Bangalore (Yeshwanthpur),Brinjal,Local,FAQ,1281,1565,1423,70.4
2025-04-29,Shimoga,Potato,Local,FAQ,1054,1288,1171,53.1
